N	Result	EstimatedError	ActualError
1000	39.6684365840968	1.26880137066184	38.2752326544112
5000	41.4533564049095	0.962885105251652	40.0601524752238
10000	46.0305051956839	2.4744721979089	44.6373012659982
50000	41.8947793271968	0.389434694264678	40.5015753975111
100000	44.5850156401232	1.36713053689483	43.1918117104375
500000	43.1575357469443	0.285493566479542	41.7643318172586
1000000	42.9329509210315	0.171968271605487	41.5397469913459
5000000	43.1083306325783	0.157427353102157	41.7151267028927
