x,InterpolatedY
0,0
0.416666666666667,0.492621527777778
0.833333333333333,0.920138888888889
1.25,0.9453125
1.66666666666667,0.611111111111111
2.08333333333333,0.535590277777778
2.5,1
2.91666666666667,1.46440972222222
3.33333333333333,1.38888888888889
3.75,1.0546875
4.16666666666667,1.07986111111111
4.58333333333333,1.50737847222222
5,2
